species,flock,date,coords,fossilCount,windCount,borderCount,hydroCount,distanceCount
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
Whooping_Crane,1,1978-07-01,"[[-100.34411765594749, 37.416696113256734], [-113.4483484718152, 60.267645558975445]]",0,0,0,0,2704.24325763687
